exp,pool,tp,freq_mhz,l4_freq_mhz,il,ol,rate_configured_rps,req_throughput_rps,throughput_tps,p99_ttft_ms,p99_tpot_ms,saturated,slo_tight_ok,slo_moderate_ok,slo_loose_ok
B,l4,1,2040,,1024,128,10.0,1.63,1872.32,25871.8,275.34,true,false,false,false
B,l4,1,2040,,1024,128,20.0,1.63,1874.92,29005.29,275.04,true,false,false,false
B,l4,1,2040,,1024,128,5.0,1.48,1705.12,2442.89,158.65,true,false,false,false
B,l4,1,2040,,128,1024,10.0,0.49,561.56,7497.25,140.13,true,false,false,false
B,l4,1,2040,,128,1024,20.0,0.49,559.61,6086.05,141.79,true,false,false,false
B,l4,1,2040,,128,1024,5.0,0.35,398.05,371.18,83.45,true,false,true,true
B,l4,1,2040,,128,128,10.0,4.96,1264.42,287.04,80.45,true,false,true,true
B,l4,1,2040,,128,128,2.0,1.73,442.33,262.72,64.49,true,false,true,true
B,l4,1,2040,,128,128,20.0,4.91,1252.91,425.68,83.04,true,false,true,true
B,l4,1,2040,,128,128,30.0,4.91,1251.91,492.88,83.68,true,false,true,true
B,l4,1,2040,,128,128,5.0,2.98,759.54,295.16,73.99,true,false,true,true
B,l4,1,2040,,128,128,50.0,4.89,1247.29,628.33,84.17,true,false,false,true
B,l4,1,2040,,128,512,10.0,1.13,719.14,530.08,94.5,true,false,false,true
B,l4,1,2040,,128,512,20.0,1.12,713.85,791.39,95.51,true,false,false,true
B,l4,1,2040,,128,512,30.0,1.13,720.29,1062.17,94.57,true,false,false,false
B,l4,1,2040,,128,512,5.0,0.74,473.47,350.49,76.94,true,false,true,true
B,l4,1,2040,,512,128,10.0,2.69,1719.67,3634.88,167.2,true,false,false,false
B,l4,1,2040,,512,128,20.0,2.71,1730.64,6266.57,165.74,true,false,false,false
B,l4,1,2040,,512,128,30.0,2.7,1727.58,7373.51,166.52,true,false,false,false
B,l4,1,2040,,512,128,5.0,2.04,1301.18,916.86,113.37,true,false,false,true
B,l4,1,2040,,64,2048,10.0,0.18,371.46,137905.9,208.42,true,false,false,false
B,l4,1,2040,,64,2048,5.0,0.15,321.89,5877.84,114.06,true,false,false,false
B,l4,2,2040,,1024,128,10.0,3.13,3606.14,5272.22,149.18,true,false,false,false
B,l4,2,2040,,1024,128,20.0,3.14,3618.77,8244.17,149.16,true,false,false,false
B,l4,2,2040,,1024,128,5.0,3.24,3725.38,756.82,86.92,true,false,false,true
B,l4,2,2040,,128,1024,10.0,0.95,1089.77,255.6,57.49,true,false,true,true
B,l4,2,2040,,128,1024,20.0,0.94,1081.16,254.02,58.13,true,false,true,true
B,l4,2,2040,,128,1024,5.0,0.66,763.33,150.21,43.33,true,true,true,true
B,l4,2,2040,,128,128,10.0,8.08,2059.76,151.92,43.03,true,true,true,true
B,l4,2,2040,,128,128,2.0,1.92,490.39,155.59,39.4,false,true,true,true
B,l4,2,2040,,128,128,20.0,9.31,2374.2,143.62,43.48,true,true,true,true
B,l4,2,2040,,128,128,30.0,9.4,2395.73,146.55,43.44,true,true,true,true
B,l4,2,2040,,128,128,5.0,4.52,1151.37,128.7,36.8,false,true,true,true
B,l4,2,2040,,128,128,50.0,9.33,2380.29,158.2,45.56,true,true,true,true
B,l4,2,2040,,128,512,10.0,2.15,1372.61,161.18,49.19,true,true,true,true
B,l4,2,2040,,128,512,20.0,2.12,1357.49,252.06,51.48,true,false,true,true
B,l4,2,2040,,128,512,30.0,2.17,1384.47,165.74,49.13,true,true,true,true
B,l4,2,2040,,128,512,5.0,1.42,910.47,162.83,39.65,true,true,true,true
B,l4,2,2040,,512,128,10.0,7.33,4682.74,195.43,55.2,true,true,true,true
B,l4,2,2040,,512,128,20.0,7.66,4893.09,187.01,55.0,true,true,true,true
B,l4,2,2040,,512,128,30.0,7.55,4827.11,257.78,58.44,true,false,true,true
B,l4,2,2040,,512,128,5.0,4.02,2567.97,333.55,54.94,true,false,true,true
B,l4,2,2040,,64,2048,10.0,0.34,716.07,479.64,84.58,true,false,true,true
B,l4,2,2040,,64,2048,5.0,0.29,614.25,190.28,50.3,true,true,true,true
B,l4,4,2040,,1024,128,10.0,8.56,9852.37,140.78,36.69,true,true,true,true
B,l4,4,2040,,1024,128,20.0,10.55,12143.24,158.69,41.06,true,true,true,true
B,l4,4,2040,,1024,128,5.0,4.66,5359.49,305.34,40.13,false,false,true,true
B,l4,4,2040,,128,1024,10.0,1.61,1851.56,116.85,34.03,true,true,true,true
B,l4,4,2040,,128,1024,20.0,1.62,1862.57,120.21,33.95,true,true,true,true
B,l4,4,2040,,128,1024,5.0,1.14,1315.82,106.83,25.16,true,true,true,true
B,l4,4,2040,,128,128,10.0,8.87,2261.73,90.67,23.76,true,true,true,true
B,l4,4,2040,,128,128,2.0,1.96,499.06,127.76,18.7,false,true,true,true
B,l4,4,2040,,128,128,20.0,14.62,3728.92,112.42,27.22,true,true,true,true
B,l4,4,2040,,128,128,30.0,15.08,3846.11,113.57,27.18,true,true,true,true
B,l4,4,2040,,128,128,5.0,4.73,1206.34,77.16,20.05,false,true,true,true
B,l4,4,2040,,128,128,50.0,15.23,3884.53,118.66,27.28,true,true,true,true
B,l4,4,2040,,128,512,10.0,3.54,2260.74,116.13,30.02,true,true,true,true
B,l4,4,2040,,128,512,20.0,3.57,2283.26,125.91,30.02,true,true,true,true
B,l4,4,2040,,128,512,30.0,3.59,2295.14,126.57,29.98,true,true,true,true
B,l4,4,2040,,128,512,5.0,2.42,1546.74,94.07,23.28,true,true,true,true
B,l4,4,2040,,512,128,10.0,8.75,5592.6,109.77,28.73,true,true,true,true
B,l4,4,2040,,512,128,20.0,12.61,8060.23,135.79,33.18,true,true,true,true
B,l4,4,2040,,512,128,30.0,12.81,8182.96,133.56,33.06,true,true,true,true
B,l4,4,2040,,512,128,5.0,4.7,3002.25,208.92,30.22,false,false,true,true
B,l4,4,2040,,64,2048,10.0,0.61,1294.84,235.03,46.54,true,false,true,true
B,l4,4,2040,,64,2048,5.0,0.51,1085.64,121.7,28.42,true,true,true,true
B,l4,1,990,,1024,128,10.0,1.53,1766.75,27772.53,293.54,true,false,false,false
B,l4,1,990,,1024,128,20.0,1.54,1768.89,30707.89,293.53,true,false,false,false
B,l4,1,990,,1024,128,5.0,1.39,1601.72,9742.26,171.55,true,false,false,false
B,l4,1,990,,128,1024,10.0,0.45,521.04,7955.38,151.31,true,false,false,false
B,l4,1,990,,128,1024,20.0,0.45,519.53,6454.75,152.89,true,false,false,false
B,l4,1,990,,128,1024,5.0,0.33,375.64,510.59,88.46,true,false,false,true
B,l4,1,990,,128,128,10.0,4.72,1202.91,278.36,85.22,true,false,true,true
B,l4,1,990,,128,128,2.0,1.68,429.04,254.5,66.64,true,false,true,true
B,l4,1,990,,128,128,20.0,4.69,1197.2,406.29,87.36,true,false,true,true
B,l4,1,990,,128,128,30.0,4.68,1193.5,509.52,88.44,true,false,false,true
